TimeStamp,ABB_X_Pos,ABB_Y_Pos,ABB_Z_Pos,Chamber_Temp,Chamber_Pressure,Main_Gas_Flow,PF2_Pressure,PF2_Gas_Flow,PF1_Pressure,PF1_Gas_Flow
20250115T04:38:19.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:20.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:21.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:22.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:23.021,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:24.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:25.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:26.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:27.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:28.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:29.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:30.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:31.002,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:32.021,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:33.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:34.022,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:35.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:36.026,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:37.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:38.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:39.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:40.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:41.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:42.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:43.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:44.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:45.017,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:46.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:47.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:48.017,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:49.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:50.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:51.017,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:52.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:53.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:54.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:55.017,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:56.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:57.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:58.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:38:59.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:00.019,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:01.000,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:02.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:03.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:04.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:05.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:06.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:07.000,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:08.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:09.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:10.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:11.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:12.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:13.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:14.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:15.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:16.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:17.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:18.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:19.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:20.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:21.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:22.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:23.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:24.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:25.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:26.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:27.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:28.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:29.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:30.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:31.002,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:32.002,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:33.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:34.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:35.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:36.005,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:37.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:38.016,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:39.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:40.005,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:41.025,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:42.002,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:43.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:44.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:45.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:46.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:47.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:48.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:49.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:50.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:51.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:52.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:53.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:54.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:55.025,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:56.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:57.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:58.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:39:59.006,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:00.000,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:01.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:02.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:03.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:04.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:05.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:06.000,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:07.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:08.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:09.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:10.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:11.019,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:12.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:13.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:14.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:15.025,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:16.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:17.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:18.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:19.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:20.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:21.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:22.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:23.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:24.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:25.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:26.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:27.025,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:28.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:29.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:30.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:31.024,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:32.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:33.005,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:34.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:35.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:36.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:37.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:38.014,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:39.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:40.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:41.021,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:42.007,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:43.003,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:44.016,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:45.000,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:46.005,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:47.024,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:48.020,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:49.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:50.010,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:51.012,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:52.022,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:53.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:54.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:55.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:56.017,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:57.018,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:58.030,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:40:59.001,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:00.004,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:01.013,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:02.005,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:03.015,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:04.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:05.008,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:06.009,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:07.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:08.011,0,0,0,45,0.006,1,0.002,0,0.002,0
20250115T04:41:09.004,0,0,0,45,0.016,1,0.007,0,0.01,0
20250115T04:41:10.006,0,0,0,45,0.016,1,0.007,0,0.007,0
20250115T04:41:11.015,0,0,0,45,0.019,1,0.007,0,0.007,0
20250115T04:41:12.024,0,0,0,45,0.019,1,0.007,0,0.007,0
20250115T04:41:13.005,0,0,0,45,0.019,1,0.007,0,0.007,0
