TimeStamp,Tag Name,ABB_X,ABB_Y,ABB_Z,Champer_Temp,Chamber_Pressure,Main_Gas_Flow ,PF1_Gas_Flow ,PF2_Gas_Flow ,PF1_LibraWeight,PF2_LibraWeight,PF1_Pressure,PF2_Pressure
20241203T7:50:40.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:50:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:00.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:10.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:20.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:30.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:40.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:51:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:52:00.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:52:10.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:52:20.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:52:30.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:52:40.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:52:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:56:46.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:47.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:48.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:49.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:51.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:52.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:53.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:54.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:55.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:56.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:57.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:58.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:56:59.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:00.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:01.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:02.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:03.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:04.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:05.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:06.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:07.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:08.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:09.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:10.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:11.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:12.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:13.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:14.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:15.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:16.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:17.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:18.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:19.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:20.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:21.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:22.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:23.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:24.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:25.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:26.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:27.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:28.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:29.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:30.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:31.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:32.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:33.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:34.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:35.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:36.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:37.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:38.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:39.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:40.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:41.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:42.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:43.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:44.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:45.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:46.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:47.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:48.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:49.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:51.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:52.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:53.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:54.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:55.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:56.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:57.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:58.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:57:59.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:00.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:01.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:02.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:03.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:04.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:05.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:06.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:07.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:08.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:09.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:10.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:11.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:12.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:13.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:14.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:15.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:16.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:17.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:18.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:19.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:20.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:21.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:22.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:23.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:24.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:25.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:26.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:27.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:28.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:29.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:30.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:31.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:32.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:33.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:34.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:35.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:36.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:37.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:38.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:39.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:40.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:41.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:42.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:43.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:44.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:45.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:46.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:47.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:48.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:49.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:50.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:51.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:52.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:53.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:54.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:55.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:56.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:57.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T7:58:58.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:58:59.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:00.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:01.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:02.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:03.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:04.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:05.000,calc:Coldspray_data_,-759.91,-2189.57,1378.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:06.000,calc:Coldspray_data_,-766.77,-2175.06,1428.94,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:07.000,calc:Coldspray_data_,-765.91,-2176.85,1423.03,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:08.000,calc:Coldspray_data_,-765.07,-2178.64,1417.12,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:09.000,calc:Coldspray_data_,-764.22,-2180.43,1411.22,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:10.000,calc:Coldspray_data_,-763.37,-2182.22,1405.36,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:11.000,calc:Coldspray_data_,-762.55,-2184,1399.52,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:12.000,calc:Coldspray_data_,-761.71,-2185.78,1393.73,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:13.000,calc:Coldspray_data_,-760.85,-2187.56,1387.89,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:14.000,calc:Coldspray_data_,-760.03,-2189.31,1382.09,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:15.000,calc:Coldspray_data_,-759.9,-2189.58,1381.25,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:16.000,calc:Coldspray_data_,-759.9,-2189.59,1381.2,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:17.000,calc:Coldspray_data_,-759.9,-2189.59,1381.12,25,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:18.000,calc:Coldspray_data_,-759.89,-2189.59,1381.04,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:19.000,calc:Coldspray_data_,-759.9,-2189.58,1380.97,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.9,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.84,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.77,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:23.000,calc:Coldspray_data_,-759.91,-2189.58,1380.7,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.64,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.58,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.52,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.46,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.4,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.34,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.27,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.2,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.14,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.08,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.02,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:35.000,calc:Coldspray_data_,-759.91,-2189.57,1379.96,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:36.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T7:59:37.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.009,1,6.8,0,62.26,62.7,0.002,0.002
20241203T7:59:38.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.088,27,6.8,0,62.26,62.7,0.025,0.002
20241203T7:59:39.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.142,66,6.8,0,62.26,62.7,0.067,0.002
20241203T7:59:40.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.104,72,40.9,0,62.26,62.7,0.17,0.002
20241203T7:59:41.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.139,91,105.6,0,62.26,62.7,0.277,0.002
20241203T7:59:42.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.202,116,154.1,0,62.26,62.7,0.39,0.002
20241203T7:59:43.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.281,147,196.4,0,62.26,62.7,0.502,0.002
20241203T7:59:44.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.367,178,231.7,0,62.26,62.7,0.607,0.002
20241203T7:59:45.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.445,211,252.8,0,62.26,62.7,0.675,0.002
20241203T7:59:46.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.514,245,247.7,0,62.26,62.7,0.71,0.002
20241203T7:59:47.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.578,281,222.5,0,62.26,62.7,0.742,0.002
20241203T7:59:48.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.638,324,206.3,0,62.26,62.7,0.79,0.002
20241203T7:59:49.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.69,367,204.8,0,62.26,62.7,0.847,0.002
20241203T7:59:50.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.732,415,216.7,0,62.26,62.7,0.912,0.002
20241203T7:59:51.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.766,458,234,0,62.26,62.7,0.975,0.002
20241203T7:59:52.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.798,417,248.9,0,62.26,62.7,1.03,0.002
20241203T7:59:53.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.833,441,252.2,0,62.26,62.7,1.07,0.002
20241203T7:59:54.000,calc:Coldspray_data_,-759.91,-2189.57,1379.94,25,0.867,484,239.6,0,62.26,62.7,1.092,0.002
