TimeStamp,ABB_X_Pos,ABB_Y_Pos,ABB_Z_Pos,Chamber_Temp,Chamber_Pressure,Main_Gas_Flow_Rate,PF1_Pressure,PF1_Gas_Flow_Rate,PF2_Pressure,PF2_Gas_Flow_Rate
20250306T01:12:01.033,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:02.027,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:03.022,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:04.043,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:05.037,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:06.030,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:07.032,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:08.066,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:09.018,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:10.023,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:11.018,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:12.030,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:13.029,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:14.020,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:15.033,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:16.033,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:17.016,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:18.043,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:19.013,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:20.024,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:21.055,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:22.026,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:23.022,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:24.029,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:25.024,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:26.043,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:27.026,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:28.031,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:29.011,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:30.022,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:31.023,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:32.034,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:33.037,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:34.025,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:35.023,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:36.022,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:37.026,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:38.038,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:39.025,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:40.028,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:41.022,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:42.026,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:43.022,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:44.028,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:45.030,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:46.029,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:47.034,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:48.031,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:49.026,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:50.052,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:51.025,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:52.045,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:53.016,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:54.038,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:55.029,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:56.026,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:12:57.023,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:58.046,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:12:59.040,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:00.029,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:01.037,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:02.042,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:03.039,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:04.030,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:05.033,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:06.045,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:07.023,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:08.022,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:09.023,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:10.033,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:11.036,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:12.022,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:13.023,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:14.032,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
20250306T01:13:15.004,0,0,0,26,0.0,0,0.002,0.0,0.002,0.0
20250306T01:13:16.017,0,0,0,26,0.0,1,0.002,0.0,0.002,0.0
