TimeStamp,Tag Name,ABB_X,ABB_Y,ABB_Z,Champer_Temp,Chamber_Pressure,Main_Gas_Flow ,PF1_Gas_Flow ,PF2_Gas_Flow ,PF1_LibraWeight,PF2_LibraWeight,PF1_Pressure,PF2_Pressure
20241203T9:48:10.000,calc:Coldspray_data_,-779.51,-2153.72,1436.25,47,1.006,537,296.6,0,62.26,62.7,1.5,0.002
20241203T9:48:11.000,calc:Coldspray_data_,-779.16,-2154.36,1435.31,47,1.006,535,299.2,0,62.26,62.7,1.497,0.002
20241203T9:48:12.000,calc:Coldspray_data_,-778.83,-2154.97,1434.3,47,1.006,535,299.9,0,62.26,62.69,1.497,0.002
20241203T9:48:13.000,calc:Coldspray_data_,-778.5,-2155.59,1433.36,47,1.006,535,298.7,0,62.26,62.7,1.497,0.002
20241203T9:48:14.000,calc:Coldspray_data_,-778.15,-2156.22,1432.45,47,1.006,539,298.2,0,62.26,62.7,1.497,0.002
20241203T9:48:15.000,calc:Coldspray_data_,-777.82,-2156.83,1431.46,47,1.006,535,296.8,0,62.26,62.7,1.497,0.002
20241203T9:48:16.000,calc:Coldspray_data_,-777.48,-2157.46,1430.52,47,1.006,537,298.3,0,62.26,62.7,1.497,0.002
20241203T9:48:17.000,calc:Coldspray_data_,-777.13,-2158.08,1429.57,47,1.006,537,299.4,0,62.26,62.7,1.495,0.002
20241203T9:48:18.000,calc:Coldspray_data_,-776.8,-2158.69,1428.59,47,1.006,540,297.4,0,62.26,62.7,1.495,0.002
20241203T9:48:19.000,calc:Coldspray_data_,-776.45,-2159.32,1427.67,47,1.006,542,298.7,0,62.26,62.7,1.497,0.002
20241203T9:48:20.000,calc:Coldspray_data_,-776.11,-2159.93,1426.71,47,1.006,542,301.9,0,62.26,62.7,1.497,0.002
20241203T9:48:21.000,calc:Coldspray_data_,-775.79,-2160.55,1425.76,47,1.006,544,300.2,0,62.26,62.7,1.497,0.002
20241203T9:48:22.000,calc:Coldspray_data_,-775.43,-2161.18,1424.83,47,1.006,542,297.5,0,62.26,62.7,1.497,0.002
20241203T9:48:23.000,calc:Coldspray_data_,-775.1,-2161.79,1423.85,47,1.006,544,299.9,0,62.26,62.7,1.5,0.002
20241203T9:48:24.000,calc:Coldspray_data_,-774.76,-2162.42,1422.91,47,1.006,549,300.7,0,62.26,62.7,1.5,0.002
20241203T9:48:25.000,calc:Coldspray_data_,-774.42,-2163.03,1422,47,1.006,551,299.9,0,62.26,62.7,1.502,0.002
20241203T9:48:26.000,calc:Coldspray_data_,-774.07,-2163.66,1420.97,47,1.009,552,300.7,0,62.26,62.7,1.502,0.002
20241203T9:48:27.000,calc:Coldspray_data_,-773.74,-2164.29,1420.05,47,1.009,551,299.4,0,62.26,62.7,1.502,0.002
20241203T9:48:28.000,calc:Coldspray_data_,-773.4,-2164.91,1419.06,47,1.009,552,302.4,0,62.26,62.7,1.502,0.002
20241203T9:48:29.000,calc:Coldspray_data_,-773.06,-2165.52,1418.11,47,1.009,552,302.2,0,62.26,62.7,1.502,0.002
20241203T9:48:30.000,calc:Coldspray_data_,-772.73,-2166.14,1417.22,47,1.009,559,303.8,0,62.26,62.7,1.502,0.002
20241203T9:48:31.000,calc:Coldspray_data_,-772.38,-2166.77,1416.21,47,1.009,556,301.6,0,62.26,62.69,1.502,0.002
20241203T9:48:32.000,calc:Coldspray_data_,-772.03,-2167.39,1415.24,47,1.009,556,300.7,0,62.26,62.69,1.502,0.002
20241203T9:48:33.000,calc:Coldspray_data_,-771.71,-2168.01,1414.35,47,1.009,554,300.4,0,62.26,62.7,1.502,0.002
20241203T9:48:34.000,calc:Coldspray_data_,-771.36,-2168.62,1413.36,47,1.009,556,299.4,0,62.26,62.7,1.502,0.002
20241203T9:48:35.000,calc:Coldspray_data_,-771.02,-2169.24,1412.44,47,1.009,556,301.6,0,62.26,62.7,1.502,0.002
20241203T9:48:36.000,calc:Coldspray_data_,-770.69,-2169.87,1411.49,47,1.009,556,299,0,62.26,62.7,1.502,0.002
20241203T9:48:37.000,calc:Coldspray_data_,-770.33,-2170.49,1410.49,47,1.009,558,299.4,0,62.26,62.7,1.5,0.002
20241203T9:48:38.000,calc:Coldspray_data_,-769.99,-2171.12,1409.53,47,1.009,551,299.4,0,62.26,62.7,1.5,0.002
20241203T9:48:39.000,calc:Coldspray_data_,-769.68,-2171.74,1408.61,47,1.006,551,297.8,0,62.26,62.7,1.5,0.002
20241203T9:48:40.000,calc:Coldspray_data_,-769.31,-2172.36,1407.66,47,1.006,547,297.5,0,62.26,62.7,1.5,0.002
20241203T9:48:41.000,calc:Coldspray_data_,-768.98,-2172.98,1406.65,47,1.006,539,297.4,0,62.26,62.7,1.5,0.002
20241203T9:48:42.000,calc:Coldspray_data_,-768.65,-2173.61,1405.72,47,1.006,537,294.2,0,62.26,62.7,1.497,0.002
20241203T9:48:43.000,calc:Coldspray_data_,-768.3,-2174.23,1404.78,47,1.006,534,297,0,62.26,62.7,1.497,0.002
20241203T9:48:44.000,calc:Coldspray_data_,-767.96,-2174.85,1403.79,47,1.006,527,299,0,62.26,62.7,1.497,0.002
20241203T9:48:45.000,calc:Coldspray_data_,-767.64,-2175.46,1402.86,47,1.006,527,298.2,0,62.26,62.7,1.497,0.002
20241203T9:48:46.000,calc:Coldspray_data_,-767.26,-2176.1,1401.93,47,1.006,525,301.1,0,62.26,62.7,1.497,0.002
20241203T9:48:47.000,calc:Coldspray_data_,-766.93,-2176.71,1400.96,47,1.006,527,301,0,62.26,62.7,1.497,0.002
20241203T9:48:48.000,calc:Coldspray_data_,-766.61,-2177.33,1399.99,47,1.009,530,294.7,0,62.26,62.7,1.5,0.002
20241203T9:48:49.000,calc:Coldspray_data_,-766.25,-2177.96,1399.07,47,1.006,535,296.2,0,62.26,62.7,1.5,0.002
20241203T9:48:50.000,calc:Coldspray_data_,-765.93,-2178.58,1398.15,47,1.006,534,298,0,62.26,62.7,1.502,0.002
20241203T9:48:51.000,calc:Coldspray_data_,-765.59,-2179.19,1397.1,47,1.009,535,299.5,0,62.26,62.7,1.502,0.002
20241203T9:48:52.000,calc:Coldspray_data_,-765.23,-2179.84,1396.15,47,1.009,537,301.8,0,62.26,62.7,1.505,0.002
20241203T9:48:53.000,calc:Coldspray_data_,-764.92,-2180.46,1395.26,47,1.009,542,302.8,0,62.26,62.7,1.505,0.002
20241203T9:48:54.000,calc:Coldspray_data_,-764.55,-2181.08,1394.22,47,1.009,540,302.6,0,62.26,62.7,1.505,0.002
20241203T9:48:55.000,calc:Coldspray_data_,-764.2,-2181.69,1393.3,47,1.009,547,301.9,0,62.26,62.7,1.505,0.002
20241203T9:48:56.000,calc:Coldspray_data_,-763.89,-2182.33,1392.36,47,1.009,546,301.9,0,62.26,62.7,1.505,0.002
20241203T9:48:57.000,calc:Coldspray_data_,-763.53,-2182.95,1391.4,47,1.009,551,301.4,0,62.26,62.7,1.505,0.002
20241203T9:48:58.000,calc:Coldspray_data_,-763.19,-2183.56,1390.42,47,1.009,552,301.6,0,62.26,62.69,1.507,0.002
20241203T9:48:59.000,calc:Coldspray_data_,-762.87,-2184.18,1389.47,47,1.009,552,301.1,0,62.26,62.69,1.507,0.002
20241203T9:49:00.000,calc:Coldspray_data_,-762.51,-2184.81,1388.56,47,1.009,558,303.4,0,62.26,62.69,1.507,0.002
20241203T9:49:01.000,calc:Coldspray_data_,-762.17,-2185.43,1387.59,47,1.009,556,301.9,0,62.26,62.69,1.507,0.002
20241203T9:49:02.000,calc:Coldspray_data_,-761.83,-2186.06,1386.58,47,1.009,549,301.1,0,62.26,62.7,1.507,0.002
20241203T9:49:03.000,calc:Coldspray_data_,-761.47,-2186.69,1385.65,47,1.009,540,301.4,0,62.26,62.7,1.507,0.002
20241203T9:49:04.000,calc:Coldspray_data_,-761.14,-2187.32,1384.72,47,1.009,540,303.4,0,62.26,62.7,1.507,0.002
20241203T9:49:05.000,calc:Coldspray_data_,-760.81,-2187.93,1383.71,47,1.009,542,301.9,0,62.26,62.7,1.505,0.002
20241203T9:49:06.000,calc:Coldspray_data_,-760.46,-2188.56,1382.75,47,1.009,542,298.7,0,62.26,62.7,1.505,0.002
20241203T9:49:07.000,calc:Coldspray_data_,-760.12,-2189.19,1381.8,47,1.009,544,297.5,0,62.26,62.7,1.502,0.002
20241203T9:49:08.000,calc:Coldspray_data_,-759.91,-2189.58,1381.24,47,1.009,542,299.2,0,62.26,62.7,1.502,0.002
20241203T9:49:09.000,calc:Coldspray_data_,-759.9,-2189.59,1381.24,47,1.006,539,299,0,62.26,62.7,1.5,0.002
20241203T9:49:10.000,calc:Coldspray_data_,-759.9,-2189.59,1381.23,47,1.006,540,298.7,0,62.26,62.7,1.5,0.002
20241203T9:49:11.000,calc:Coldspray_data_,-759.9,-2189.59,1381.24,47,1.006,539,300.4,0,62.26,62.7,1.5,0.002
20241203T9:49:12.000,calc:Coldspray_data_,-759.9,-2189.57,1381.26,47,1.009,537,297.5,0,62.26,62.7,1.5,0.002
20241203T9:49:13.000,calc:Coldspray_data_,-759.9,-2189.58,1381.14,47,1.009,530,295,0,62.26,62.7,1.5,0.002
20241203T9:49:14.000,calc:Coldspray_data_,-759.9,-2189.58,1381.1,47,1.009,530,297.4,0,62.26,62.7,1.5,0.002
20241203T9:49:15.000,calc:Coldspray_data_,-759.91,-2189.57,1381.06,47,1.006,530,299,0,62.26,62.7,1.5,0.002
20241203T9:49:16.000,calc:Coldspray_data_,-759.91,-2189.57,1381.02,47,1.009,532,299.5,0,62.26,62.7,1.502,0.002
20241203T9:49:17.000,calc:Coldspray_data_,-759.91,-2189.57,1380.99,47,1.006,532,303.2,0,62.26,62.7,1.505,0.002
20241203T9:49:18.000,calc:Coldspray_data_,-759.91,-2189.57,1380.95,47,1.009,528,303,0,62.26,62.7,1.505,0.002
20241203T9:49:19.000,calc:Coldspray_data_,-759.91,-2189.57,1380.92,47,1.009,527,300.4,0,62.26,62.7,1.505,0.002
20241203T9:49:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.88,47,1.009,525,303,0,62.26,62.7,1.505,0.002
20241203T9:49:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.84,47,1.009,518,301.4,0,62.26,62.7,1.505,0.002
20241203T9:49:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.8,47,1.009,520,300.2,0,62.26,62.7,1.507,0.002
20241203T9:49:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.77,47,1.009,520,297,0,62.26,62.7,1.507,0.002
20241203T9:49:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.72,47,1.009,518,299.8,0,62.26,62.7,1.507,0.002
20241203T9:49:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.69,47,1.009,515,303.4,0,62.26,62.7,1.507,0.002
20241203T9:49:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.65,47,1.009,516,303.8,0,62.26,62.7,1.505,0.002
20241203T9:49:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.61,47,1.009,518,299.8,0,62.26,62.7,1.505,0.002
20241203T9:49:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.58,47,1.009,518,298.7,0,62.26,62.7,1.502,0.002
20241203T9:49:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.54,47,1.009,518,297.5,0,62.26,62.7,1.5,0.002
20241203T9:49:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.5,47,1.006,515,297,0,62.26,62.7,1.497,0.002
20241203T9:49:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,516,297.1,0,62.26,62.7,1.497,0.002
20241203T9:49:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,518,297.1,0,62.26,62.7,1.497,0.002
20241203T9:49:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,522,298.3,0,62.26,62.7,1.5,0.002
20241203T9:49:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,523,301.6,0,62.26,62.7,1.5,0.002
20241203T9:49:35.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,527,300.6,0,62.26,62.7,1.502,0.002
20241203T9:49:36.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,527,302.8,0,62.26,62.7,1.502,0.002
20241203T9:49:37.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,527,301.4,0,62.26,62.7,1.502,0.002
20241203T9:49:38.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,528,302.4,0,62.26,62.69,1.502,0.002
20241203T9:49:39.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,534,301.8,0,62.26,62.7,1.502,0.002
20241203T9:49:40.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,535,299.2,0,62.26,62.7,1.502,0.002
20241203T9:49:41.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,535,301,0,62.26,62.7,1.502,0.002
20241203T9:49:42.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,537,298,0,62.26,62.7,1.502,0.002
20241203T9:49:43.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,539,297.1,0,62.26,62.7,1.502,0.002
20241203T9:49:44.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,540,301.1,0,62.26,62.7,1.5,0.002
20241203T9:49:45.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,540,298.6,0,62.26,62.7,1.5,0.002
20241203T9:49:46.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,537,299.5,0,62.26,62.7,1.497,0.002
20241203T9:49:47.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,535,297.1,0,62.26,62.7,1.497,0.002
20241203T9:49:48.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,534,295.8,0,62.26,62.7,1.497,0.002
20241203T9:49:49.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,534,295.1,0,62.26,62.7,1.497,0.002
20241203T9:49:50.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,535,293.5,0,62.26,62.7,1.497,0.002
20241203T9:49:51.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,539,300.2,0,62.26,62.7,1.502,0.002
20241203T9:49:52.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.006,542,304.4,0,62.26,62.7,1.505,0.002
20241203T9:49:53.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,539,304.2,0,62.26,62.7,1.505,0.002
20241203T9:49:54.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,540,304.2,0,62.26,62.7,1.507,0.002
20241203T9:49:55.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,542,301.8,0,62.26,62.7,1.505,0.002
20241203T9:49:56.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,539,299.2,0,62.26,62.7,1.502,0.002
20241203T9:49:57.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,1.009,537,292.6,0,62.26,62.7,1.48,0.002
20241203T9:49:58.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.926,525,251.8,0,62.26,62.7,1.422,0.002
20241203T9:49:59.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.8,497,215.9,0,62.26,62.7,1.365,0.002
20241203T9:50:00.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.69,468,201,0,62.26,62.7,1.297,0.002
20241203T9:50:01.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.588,434,189.5,0,62.26,62.7,1.232,0.002
20241203T9:50:02.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.494,393,180.8,0,62.26,62.7,1.167,0.002
20241203T9:50:03.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.418,353,166.3,0,62.26,62.7,1.092,0.002
20241203T9:50:04.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.359,312,143,0,62.26,62.7,1.022,0.002
20241203T9:50:05.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.313,269,129.6,0,62.26,62.7,0.955,0.002
20241203T9:50:06.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.279,224,119.7,0,62.26,62.7,0.9,0.002
20241203T9:50:07.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.246,210,116.9,0,62.26,62.7,0.852,0.002
20241203T9:50:08.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.222,167,117.6,0,62.26,62.7,0.807,0.002
20241203T9:50:09.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.202,127,111.6,0,62.26,62.7,0.765,0.002
20241203T9:50:10.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.183,86,102.5,0,62.26,62.7,0.72,0.002
20241203T9:50:11.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.168,47,91.9,0,62.26,62.7,0.672,0.002
20241203T9:50:12.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.153,31,78,0,62.26,62.7,0.627,0.002
20241203T9:50:13.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.137,1,66.3,0,62.26,62.7,0.58,0.002
20241203T9:50:14.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.124,1,61.9,0,62.26,62.7,0.54,0.002
20241203T9:50:15.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.112,1,57.9,0,62.26,62.7,0.505,0.002
20241203T9:50:16.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.102,1,54.3,0,62.26,62.7,0.472,0.002
20241203T9:50:17.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.095,1,52.3,0,62.26,62.7,0.437,0.002
20241203T9:50:18.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.093,1,44.7,0,62.26,62.7,0.402,0.002
20241203T9:50:19.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.102,1,36.3,0,62.26,62.7,0.372,0.002
20241203T9:50:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.088,1,32.2,0,62.26,62.7,0.342,0.002
20241203T9:50:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.068,1,32.1,0,62.26,62.7,0.315,0.002
20241203T9:50:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.05,1,31.5,0,62.26,62.7,0.287,0.002
20241203T9:50:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.036,1,27.7,0,62.26,62.7,0.265,0.002
20241203T9:50:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.026,1,22.9,0,62.26,62.7,0.24,0.002
20241203T9:50:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.016,1,20.2,0,62.26,62.7,0.215,0.002
20241203T9:50:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.011,1,16.4,0,62.26,62.7,0.192,0.002
20241203T9:50:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.009,1,11.4,0,62.26,62.7,0.17,0.002
20241203T9:50:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,7.2,0,62.26,62.7,0.15,0.002
20241203T9:50:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,6.8,0,62.26,62.7,0.13,0.002
20241203T9:50:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,7.3,0,62.26,62.7,0.115,0.002
20241203T9:50:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,7.6,0,62.26,62.7,0.097,0.002
20241203T9:50:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,6.8,0,62.26,62.7,0.085,0.002
20241203T9:50:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,6.8,0,62.26,62.7,0.072,0.002
20241203T9:50:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,6.8,0,62.26,62.7,0.062,0.002
20241203T9:50:35.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.05,0.002
20241203T9:50:36.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.042,0.002
20241203T9:50:37.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.035,0.002
20241203T9:50:38.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.03,0.002
20241203T9:50:39.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.025,0.002
20241203T9:50:40.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.02,0.002
20241203T9:50:41.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.015,0.002
20241203T9:50:42.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.012,0.002
20241203T9:50:43.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.01,0.002
20241203T9:50:44.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.007,0.002
20241203T9:50:45.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.005,0.002
20241203T9:50:46.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.005,0.002
20241203T9:50:47.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:48.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:49.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:50.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:51.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:52.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:53.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:54.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:50:55.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:56.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:57.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:58.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:50:59.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:00.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:01.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:02.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:03.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:04.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:05.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:06.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:07.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:08.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:09.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:10.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.009,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:11.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:12.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:13.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:14.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:15.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:16.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:17.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:18.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:19.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.69,0.002,0.002
20241203T9:51:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
20241203T9:51:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.49,47,0.006,1,0,0,62.26,62.7,0.002,0.002
