TimeStamp,Tag Name,ABB_X,ABB_Y,ABB_Z,Champer_Temp,Chamber_Pressure,Main_Gas_Flow ,PF1_Gas_Flow ,PF2_Gas_Flow ,PF1_LibraWeight,PF2_LibraWeight,PF1_Pressure,PF2_Pressure
20241203T9:45:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,527,299,0,62.26,62.7,1.497,0.002
20241203T9:45:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,525,299.8,0,62.26,62.7,1.497,0.002
20241203T9:45:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,525,299.9,0,62.26,62.7,1.497,0.002
20241203T9:45:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,525,301.1,0,62.26,62.7,1.497,0.002
20241203T9:45:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,528,299.9,0,62.26,62.7,1.497,0.002
20241203T9:45:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,530,299.9,0,62.26,62.7,1.497,0.002
20241203T9:45:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,532,301,0,62.26,62.7,1.497,0.002
20241203T9:45:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,300.4,0,62.26,62.7,1.497,0.002
20241203T9:45:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,537,299.8,0,62.26,62.7,1.497,0.002
20241203T9:45:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,300.7,0,62.26,62.7,1.497,0.002
20241203T9:45:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,300.2,0,62.26,62.7,1.497,0.002
20241203T9:45:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,299.9,0,62.26,62.7,1.497,0.002
20241203T9:45:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,300.6,0,62.26,62.7,1.495,0.002
20241203T9:45:35.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,299.2,0,62.26,62.7,1.497,0.002
20241203T9:45:36.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,532,300.7,0,62.26,62.7,1.495,0.002
20241203T9:45:37.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,301.4,0,62.26,62.7,1.495,0.002
20241203T9:45:38.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,302.2,0,62.26,62.7,1.495,0.002
20241203T9:45:39.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,530,301.6,0,62.26,62.7,1.497,0.002
20241203T9:45:40.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,301.1,0,62.26,62.7,1.495,0.002
20241203T9:45:41.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,298.6,0,62.26,62.7,1.497,0.002
20241203T9:45:42.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,297.4,0,62.26,62.7,1.495,0.002
20241203T9:45:43.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,299.5,0,62.26,62.7,1.497,0.002
20241203T9:45:44.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,534,299.9,0,62.26,62.7,1.497,0.002
20241203T9:45:45.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,302.8,0,62.26,62.7,1.495,0.002
20241203T9:45:46.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.996,535,300.4,0,62.26,62.7,1.497,0.002
20241203T9:45:47.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,300.4,0,62.26,62.7,1.497,0.002
20241203T9:45:48.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,299.5,0,62.26,62.7,1.497,0.002
20241203T9:45:49.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,298.6,0,62.26,62.7,1.497,0.002
20241203T9:45:50.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,299.2,0,62.26,62.7,1.497,0.002
20241203T9:45:51.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,297.5,0,62.26,62.7,1.497,0.002
20241203T9:45:52.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,299.4,0,62.26,62.7,1.497,0.002
20241203T9:45:53.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,539,301,0,62.26,62.7,1.497,0.002
20241203T9:45:54.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,302.4,0,62.26,62.7,1.497,0.002
20241203T9:45:55.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,301.4,0,62.26,62.7,1.497,0.002
20241203T9:45:56.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,537,300.6,0,62.26,62.7,1.497,0.002
20241203T9:45:57.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,539,300.7,0,62.26,62.7,1.497,0.002
20241203T9:45:58.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,539,299.8,0,62.26,62.7,1.497,0.002
20241203T9:45:59.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,299.8,0,62.26,62.7,1.497,0.002
20241203T9:46:00.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,539,301,0,62.26,62.7,1.497,0.002
20241203T9:46:01.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,537,303.2,0,62.26,62.7,1.497,0.002
20241203T9:46:02.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,537,303.8,0,62.26,62.7,1.497,0.002
20241203T9:46:03.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,301.4,0,62.26,62.7,1.497,0.002
20241203T9:46:04.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,301,0,62.26,62.7,1.497,0.002
20241203T9:46:05.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,530,299.8,0,62.26,62.7,1.497,0.002
20241203T9:46:06.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,298.7,0,62.26,62.7,1.497,0.002
20241203T9:46:07.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,299.2,0,62.26,62.7,1.497,0.002
20241203T9:46:08.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,298.6,0,62.26,62.7,1.497,0.002
20241203T9:46:09.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,300.7,0,62.26,62.7,1.497,0.002
20241203T9:46:10.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,527,302.8,0,62.26,62.7,1.497,0.002
20241203T9:46:11.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,523,298.3,0,62.26,62.7,1.497,0.002
20241203T9:46:12.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,520,299.4,0,62.26,62.7,1.497,0.002
20241203T9:46:13.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,518,300.6,0,62.26,62.7,1.497,0.002
20241203T9:46:14.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,518,298.2,0,62.26,62.7,1.497,0.002
20241203T9:46:15.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,523,299.8,0,62.26,62.7,1.497,0.002
20241203T9:46:16.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,523,300.6,0,62.26,62.7,1.497,0.002
20241203T9:46:17.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,518,299.8,0,62.26,62.7,1.497,0.002
20241203T9:46:18.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,520,303.4,0,62.26,62.7,1.497,0.002
20241203T9:46:19.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,523,303,0,62.26,62.7,1.497,0.002
20241203T9:46:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,523,300.4,0,62.26,62.7,1.497,0.002
20241203T9:46:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,518,299.9,0,62.26,62.7,1.497,0.002
20241203T9:46:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,516,298,0,62.26,62.7,1.495,0.002
20241203T9:46:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,516,297,0,62.26,62.7,1.492,0.002
20241203T9:46:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,516,294.7,0,62.26,62.7,1.49,0.002
20241203T9:46:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,523,297,0,62.26,62.7,1.49,0.002
20241203T9:46:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,525,299.4,0,62.26,62.7,1.492,0.002
20241203T9:46:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,298.2,0,62.26,62.7,1.492,0.002
20241203T9:46:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,530,299,0,62.26,62.7,1.492,0.002
20241203T9:46:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,530,299.5,0,62.26,62.7,1.492,0.002
20241203T9:46:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,528,298.2,0,62.26,62.7,1.492,0.002
20241203T9:46:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,299,0,62.26,62.7,1.492,0.002
20241203T9:46:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,537,296.2,0,62.26,62.7,1.492,0.002
20241203T9:46:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,299.8,0,62.26,62.7,1.492,0.002
20241203T9:46:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,301.4,0,62.26,62.69,1.495,0.002
20241203T9:46:35.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,301.8,0,62.26,62.7,1.492,0.002
20241203T9:46:36.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,542,299.4,0,62.26,62.7,1.495,0.002
20241203T9:46:37.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,540,302.2,0,62.26,62.7,1.495,0.002
20241203T9:46:38.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,542,300.2,0,62.26,62.7,1.495,0.002
20241203T9:46:39.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,300.6,0,62.26,62.7,1.495,0.002
20241203T9:46:40.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,297.5,0,62.26,62.7,1.495,0.002
20241203T9:46:41.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,300.6,0,62.26,62.7,1.495,0.002
20241203T9:46:42.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,300.7,0,62.26,62.7,1.495,0.002
20241203T9:46:43.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,535,301,0,62.26,62.7,1.495,0.002
20241203T9:46:44.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,534,299.9,0,62.26,62.7,1.495,0.002
20241203T9:46:45.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,527,298.2,0,62.26,62.7,1.495,0.002
20241203T9:46:46.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,0.999,532,299.4,0,62.26,62.7,1.495,0.002
20241203T9:46:47.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,299.2,0,62.26,62.7,1.495,0.002
20241203T9:46:48.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,537,298.3,0,62.26,62.7,1.495,0.002
20241203T9:46:49.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,300.2,0,62.26,62.7,1.495,0.002
20241203T9:46:50.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,302.2,0,62.26,62.7,1.495,0.002
20241203T9:46:51.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,530,299.8,0,62.26,62.7,1.495,0.002
20241203T9:46:52.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,300.6,0,62.26,62.7,1.495,0.002
20241203T9:46:53.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,302.2,0,62.26,62.7,1.495,0.002
20241203T9:46:54.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,299.4,0,62.26,62.7,1.495,0.002
20241203T9:46:55.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,299.2,0,62.26,62.7,1.495,0.002
20241203T9:46:56.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,530,301.8,0,62.26,62.7,1.495,0.002
20241203T9:46:57.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,530,301.6,0,62.26,62.7,1.495,0.002
20241203T9:46:58.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,299.8,0,62.26,62.7,1.495,0.002
20241203T9:46:59.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,534,300.4,0,62.26,62.7,1.497,0.002
20241203T9:47:00.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,530,301.4,0,62.26,62.7,1.495,0.002
20241203T9:47:01.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,527,299.2,0,62.26,62.7,1.497,0.002
20241203T9:47:02.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,527,298,0,62.26,62.7,1.497,0.002
20241203T9:47:03.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,532,299.5,0,62.26,62.7,1.497,0.002
20241203T9:47:04.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,299.4,0,62.26,62.7,1.495,0.002
20241203T9:47:05.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,537,299.8,0,62.26,62.7,1.497,0.002
20241203T9:47:06.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,535,301,0,62.26,62.7,1.497,0.002
20241203T9:47:07.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,539,300.4,0,62.26,62.7,1.497,0.002
20241203T9:47:08.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,539,300.4,0,62.26,62.7,1.497,0.002
20241203T9:47:09.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,539,301,0,62.26,62.7,1.497,0.002
20241203T9:47:10.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,540,299.9,0,62.26,62.7,1.497,0.002
20241203T9:47:11.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,298.6,0,62.26,62.7,1.497,0.002
20241203T9:47:12.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.001,540,296.3,0,62.26,62.7,1.497,0.002
20241203T9:47:13.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,537,299.2,0,62.26,62.7,1.497,0.002
20241203T9:47:14.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,300.7,0,62.26,62.7,1.497,0.002
20241203T9:47:15.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,540,301.1,0,62.26,62.7,1.497,0.002
20241203T9:47:16.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,546,298.7,0,62.26,62.7,1.497,0.002
20241203T9:47:17.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,298,0,62.26,62.69,1.497,0.002
20241203T9:47:18.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,300.4,0,62.26,62.7,1.5,0.002
20241203T9:47:19.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,301.1,0,62.26,62.7,1.5,0.002
20241203T9:47:20.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,299.4,0,62.26,62.7,1.497,0.002
20241203T9:47:21.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,540,298.2,0,62.26,62.7,1.5,0.002
20241203T9:47:22.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,544,303.8,0,62.26,62.7,1.497,0.002
20241203T9:47:23.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,546,300.7,0,62.26,62.7,1.5,0.002
20241203T9:47:24.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,544,300.4,0,62.26,62.7,1.5,0.002
20241203T9:47:25.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,540,300.2,0,62.26,62.7,1.5,0.002
20241203T9:47:26.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,542,299.4,0,62.26,62.7,1.5,0.002
20241203T9:47:27.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,544,299.4,0,62.26,62.7,1.5,0.002
20241203T9:47:28.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,539,301.4,0,62.26,62.7,1.5,0.002
20241203T9:47:29.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,539,301.6,0,62.26,62.7,1.5,0.002
20241203T9:47:30.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,537,303.2,0,62.26,62.7,1.5,0.002
20241203T9:47:31.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.004,540,302.2,0,62.26,62.7,1.5,0.002
20241203T9:47:32.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.006,539,302.6,0,62.26,62.7,1.502,0.002
20241203T9:47:33.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.006,542,302.2,0,62.26,62.7,1.5,0.002
20241203T9:47:34.000,calc:Coldspray_data_,-759.91,-2189.57,1380.01,47,1.006,542,301.8,0,62.26,62.69,1.5,0.002
20241203T9:47:35.000,calc:Coldspray_data_,-791.48,-2131.94,1469.38,47,1.004,542,299.4,0,62.26,62.7,1.502,0.002
20241203T9:47:36.000,calc:Coldspray_data_,-791.07,-2132.64,1468.61,47,1.006,532,297.5,0,62.26,62.7,1.502,0.002
20241203T9:47:37.000,calc:Coldspray_data_,-790.71,-2133.25,1467.65,47,1.006,527,299.2,0,62.26,62.7,1.502,0.002
20241203T9:47:38.000,calc:Coldspray_data_,-790.38,-2133.87,1466.71,47,1.004,530,299,0,62.26,62.7,1.502,0.002
20241203T9:47:39.000,calc:Coldspray_data_,-790.02,-2134.49,1465.77,47,1.004,532,300.7,0,62.26,62.7,1.502,0.002
20241203T9:47:40.000,calc:Coldspray_data_,-789.69,-2135.12,1464.8,47,1.006,534,301.1,0,62.26,62.7,1.502,0.002
20241203T9:47:41.000,calc:Coldspray_data_,-789.36,-2135.74,1463.84,47,1.006,535,301.9,0,62.26,62.7,1.502,0.002
20241203T9:47:42.000,calc:Coldspray_data_,-789,-2136.36,1462.9,47,1.006,540,299.8,0,62.26,62.7,1.502,0.002
20241203T9:47:43.000,calc:Coldspray_data_,-788.67,-2137,1461.99,47,1.006,535,299,0,62.26,62.7,1.502,0.002
20241203T9:47:44.000,calc:Coldspray_data_,-788.33,-2137.61,1460.97,47,1.006,535,299.5,0,62.26,62.69,1.502,0.002
20241203T9:47:45.000,calc:Coldspray_data_,-787.99,-2138.23,1460.05,47,1.006,534,298.6,0,62.26,62.7,1.502,0.002
20241203T9:47:46.000,calc:Coldspray_data_,-787.65,-2138.84,1459.07,47,1.006,535,299.9,0,62.26,62.7,1.502,0.002
20241203T9:47:47.000,calc:Coldspray_data_,-787.31,-2139.48,1458.15,47,1.006,535,299.4,0,62.26,62.7,1.502,0.002
20241203T9:47:48.000,calc:Coldspray_data_,-786.99,-2140.09,1457.14,47,1.006,532,301.1,0,62.26,62.7,1.502,0.002
20241203T9:47:49.000,calc:Coldspray_data_,-786.62,-2140.72,1456.22,47,1.006,534,300.2,0,62.26,62.7,1.502,0.002
20241203T9:47:50.000,calc:Coldspray_data_,-786.3,-2141.33,1455.27,47,1.006,537,303,0,62.26,62.7,1.502,0.002
20241203T9:47:51.000,calc:Coldspray_data_,-785.96,-2141.95,1454.3,47,1.006,542,302.2,0,62.26,62.7,1.502,0.002
20241203T9:47:52.000,calc:Coldspray_data_,-785.6,-2142.58,1453.39,47,1.006,540,299.2,0,62.26,62.7,1.502,0.002
20241203T9:47:53.000,calc:Coldspray_data_,-785.28,-2143.17,1452.43,47,1.006,542,297.5,0,62.26,62.69,1.502,0.002
20241203T9:47:54.000,calc:Coldspray_data_,-784.95,-2143.82,1451.5,47,1.006,537,299.4,0,62.26,62.7,1.502,0.002
20241203T9:47:55.000,calc:Coldspray_data_,-784.59,-2144.42,1450.51,47,1.006,540,301.4,0,62.26,62.7,1.502,0.002
20241203T9:47:56.000,calc:Coldspray_data_,-784.26,-2145.04,1449.58,47,1.006,537,300.6,0,62.26,62.7,1.502,0.002
20241203T9:47:57.000,calc:Coldspray_data_,-783.94,-2145.66,1448.6,47,1.006,540,301.9,0,62.26,62.7,1.502,0.002
20241203T9:47:58.000,calc:Coldspray_data_,-783.57,-2146.29,1447.64,47,1.006,546,300.6,0,62.26,62.7,1.502,0.002
20241203T9:47:59.000,calc:Coldspray_data_,-783.24,-2146.92,1446.7,47,1.006,544,299.2,0,62.26,62.7,1.502,0.002
20241203T9:48:00.000,calc:Coldspray_data_,-782.91,-2147.52,1445.72,47,1.006,544,298.2,0,62.26,62.7,1.502,0.002
20241203T9:48:01.000,calc:Coldspray_data_,-782.55,-2148.17,1444.83,47,1.006,546,299.8,0,62.26,62.7,1.502,0.002
20241203T9:48:02.000,calc:Coldspray_data_,-782.21,-2148.78,1443.8,47,1.006,546,303,0,62.26,62.7,1.505,0.002
20241203T9:48:03.000,calc:Coldspray_data_,-781.89,-2149.39,1442.88,47,1.009,546,302.4,0,62.26,62.7,1.502,0.002
20241203T9:48:04.000,calc:Coldspray_data_,-781.54,-2150.02,1441.95,47,1.006,544,301.6,0,62.26,62.7,1.502,0.002
20241203T9:48:05.000,calc:Coldspray_data_,-781.21,-2150.63,1440.97,47,1.006,544,301.6,0,62.26,62.7,1.505,0.002
20241203T9:48:06.000,calc:Coldspray_data_,-780.88,-2151.25,1440.09,47,1.006,544,303,0,62.26,62.69,1.502,0.002
20241203T9:48:07.000,calc:Coldspray_data_,-780.52,-2151.86,1439.06,47,1.006,540,300.4,0,62.26,62.7,1.505,0.002
20241203T9:48:08.000,calc:Coldspray_data_,-780.18,-2152.49,1438.17,47,1.006,542,298.2,0,62.26,62.7,1.502,0.002
20241203T9:48:09.000,calc:Coldspray_data_,-779.85,-2153.11,1437.18,47,1.006,539,297,0,62.26,62.7,1.5,0.002
