TimeStamp,Tag Name,ABB_X,ABB_Y,ABB_Z,Chamber_Temp,Chamber_Pressure,Main_Gas_Flow,PF1_Gas_Flow,PF2_Gas_Flow,PF1_LibraWeight,PF2_LibraWeight,PF1_Pressure,PF2_Pressure
20250106T4:12:44.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,299.2,0,62.26,62.6,5.19,0.002
20250106T4:12:45.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1734,299.5,0,62.26,62.6,5.187,0.002
20250106T4:12:46.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1739,300.7,0,62.26,62.6,5.187,0.002
20250106T4:12:47.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1736,300.4,0,62.26,62.6,5.187,0.002
20250106T4:12:48.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1734,299.8,0,62.26,62.6,5.187,0.002
20250106T4:12:49.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1725,298.2,0,62.26,62.6,5.187,0.002
20250106T4:12:50.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1729,298.7,0,62.26,62.6,5.187,0.002
20250106T4:12:51.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1725,299.4,0,62.26,62.6,5.187,0.002
20250106T4:12:52.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1732,301.8,0,62.26,62.6,5.187,0.002
20250106T4:12:53.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,303.4,0,62.26,62.6,5.187,0.002
20250106T4:12:54.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,302.2,0,62.26,62.6,5.19,0.002
20250106T4:12:55.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,299,0,62.26,62.6,5.187,0.002
20250106T4:12:56.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1727,297.8,0,62.26,62.6,5.187,0.002
20250106T4:12:57.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1729,298.3,0,62.26,62.6,5.187,0.002
20250106T4:12:58.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1732,299,0,62.26,62.6,5.187,0.002
20250106T4:12:59.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,297.8,0,62.26,62.6,5.187,0.002
20250106T4:13:00.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,295.1,0,62.26,62.6,5.185,0.002
20250106T4:13:01.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,296.6,0,62.26,62.6,5.187,0.002
20250106T4:13:02.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1734,298.3,0,62.26,62.6,5.19,0.002
20250106T4:13:03.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1737,299.8,0,62.26,62.6,5.19,0.002
20250106T4:13:04.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1737,302.4,0,62.26,62.6,5.19,0.002
20250106T4:13:05.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,301.9,0,62.26,62.6,5.19,0.002
20250106T4:13:06.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1727,301.4,0,62.26,62.6,5.19,0.002
20250106T4:13:07.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1729,300.7,0,62.26,62.6,5.19,0.002
20250106T4:13:08.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1736,301.6,0,62.26,62.6,5.19,0.002
20250106T4:13:09.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1734,303.4,0,62.26,62.6,5.19,0.002
20250106T4:13:10.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,301.1,0,62.26,62.6,5.19,0.002
20250106T4:13:11.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1736,300.4,0,62.26,62.6,5.19,0.002
20250106T4:13:12.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1737,298.6,0,62.26,62.6,5.19,0.002
20250106T4:13:13.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1744,299.9,0,62.26,62.6,5.19,0.002
20250106T4:13:14.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1746,301.1,0,62.26,62.6,5.19,0.002
20250106T4:13:15.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1744,300.7,0,62.26,62.6,5.19,0.002
20250106T4:13:16.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1734,300.2,0,62.26,62.6,5.19,0.002
20250106T4:13:17.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,298.7,0,62.26,62.6,5.19,0.002
20250106T4:13:18.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,298.2,0,62.26,62.6,5.19,0.002
20250106T4:13:19.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1727,298.6,0,62.26,62.6,5.19,0.002
20250106T4:13:20.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,300.7,0,62.26,62.6,5.19,0.002
20250106T4:13:21.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1730,301.9,0,62.26,62.6,5.19,0.002
20250106T4:13:22.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1729,299.4,0,62.26,62.6,5.19,0.002
20250106T4:13:23.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1732,298,0,62.26,62.6,5.19,0.002
20250106T4:13:24.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1737,300.4,0,62.26,62.6,5.187,0.002
20250106T4:13:25.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,301.4,0,62.26,62.6,5.187,0.002
20250106T4:13:26.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,301.4,0,62.26,62.6,5.19,0.002
20250106T4:13:27.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,300.4,0,62.26,62.6,5.187,0.002
20250106T4:13:28.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1739,299.4,0,62.26,62.6,5.187,0.002
20250106T4:13:29.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1748,299.4,0,62.26,62.6,5.187,0.002
20250106T4:13:30.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1749,300.4,0,62.26,62.6,5.19,0.002
20250106T4:13:31.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1749,300.4,0,62.26,62.6,5.19,0.002
20250106T4:13:32.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1754,300.4,0,62.26,62.6,5.19,0.002
20250106T4:13:33.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1753,300.4,0,62.26,62.6,5.19,0.002
20250106T4:13:34.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1751,298.7,0,62.26,62.6,5.19,0.002
20250106T4:13:35.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1753,298,0,62.26,62.6,5.19,0.002
20250106T4:13:36.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1749,298.7,0,62.26,62.6,5.19,0.002
20250106T4:13:37.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1744,300.6,0,62.26,62.6,5.187,0.002
20250106T4:13:38.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1748,301.9,0,62.26,62.6,5.187,0.002
20250106T4:13:39.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1748,301.1,0,62.26,62.6,5.187,0.002
20250106T4:13:40.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1744,301,0,62.26,62.6,5.187,0.002
20250106T4:13:41.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1742,299.8,0,62.26,62.6,5.187,0.002
20250106T4:13:42.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1739,300.4,0,62.26,62.6,5.187,0.002
20250106T4:13:43.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1741,301.1,0,62.26,62.6,5.187,0.002
20250106T4:13:44.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1744,301.8,0,62.26,62.6,5.187,0.002
20250106T4:13:45.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1739,299.8,0,62.26,62.6,5.187,0.002
20250106T4:13:46.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1736,299.9,0,62.26,62.6,5.187,0.002
20250106T4:13:47.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1736,299.9,0,62.26,62.6,5.187,0.002
20250106T4:13:48.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1730,303.4,0,62.26,62.6,5.187,0.002
20250106T4:13:49.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1727,302.6,0,62.26,62.6,5.187,0.002
20250106T4:13:50.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1727,300.2,0,62.26,62.6,5.187,0.002
20250106T4:13:51.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1732,298.7,0,62.26,62.6,5.187,0.002
20250106T4:13:52.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1727,298.6,0,62.26,62.6,5.187,0.002
20250106T4:13:53.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1722,299.2,0,62.26,62.6,5.185,0.002
20250106T4:13:54.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1718,299.5,0,62.26,62.6,5.185,0.002
20250106T4:13:55.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.993,1720,298.6,0,62.26,62.6,5.185,0.002
20250106T4:13:56.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.995,1715,297.4,0,62.26,62.6,5.185,0.002
20250106T4:13:57.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1713,297.4,0,62.26,62.6,5.187,0.002
20250106T4:13:58.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1713,296.3,0,62.26,62.6,5.187,0.002
20250106T4:13:59.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1722,298.2,0,62.26,62.6,5.19,0.002
20250106T4:14:00.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1720,298.6,0,62.26,62.6,5.19,0.002
20250106T4:14:01.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1725,298.3,0,62.26,62.6,5.192,0.002
20250106T4:14:02.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1724,298.2,0,62.26,62.6,5.192,0.002
20250106T4:14:03.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1725,297.5,0,62.26,62.6,5.192,0.002
20250106T4:14:04.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1722,298.2,0,62.26,62.6,5.192,0.002
20250106T4:14:05.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1722,298,0,62.26,62.6,5.192,0.002
20250106T4:14:06.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1729,297.4,0,62.26,62.6,5.192,0.002
20250106T4:14:07.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1730,297,0,62.26,62.6,5.192,0.002
20250106T4:14:08.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1734,296.8,0,62.26,62.6,5.192,0.002
20250106T4:14:09.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1736,296.6,0,62.26,62.6,5.192,0.002
20250106T4:14:10.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,298.6,0,62.26,62.6,5.195,0.002
20250106T4:14:11.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,301,0,62.26,62.6,5.195,0.002
20250106T4:14:12.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,301.1,0,62.26,62.6,5.195,0.002
20250106T4:14:13.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1737,299.5,0,62.26,62.6,5.195,0.002
20250106T4:14:14.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1736,299.8,0,62.26,62.6,5.197,0.002
20250106T4:14:15.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1737,299.4,0,62.26,62.6,5.197,0.002
20250106T4:14:16.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,301,0,62.26,62.6,5.197,0.002
20250106T4:14:17.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,301.1,0,62.26,62.6,5.195,0.002
20250106T4:14:18.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1739,299.5,0,62.26,62.6,5.197,0.002
20250106T4:14:19.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1736,298.2,0,62.26,62.6,5.195,0.002
20250106T4:14:20.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1730,300.7,0,62.26,62.6,5.195,0.002
20250106T4:14:21.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1736,301,0,62.26,62.6,5.195,0.002
20250106T4:14:22.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1732,302.2,0,62.26,62.6,5.195,0.002
20250106T4:14:23.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1725,301.1,0,62.26,62.6,5.195,0.002
20250106T4:14:24.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,5.002,1722,299.2,0,62.26,62.6,5.195,0.002
20250106T4:14:25.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1713,299.2,0,62.26,62.6,5.195,0.002
20250106T4:14:26.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1717,298.7,0,62.26,62.6,5.195,0.002
20250106T4:14:27.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1715,301.6,0,62.26,62.6,5.192,0.002
20250106T4:14:28.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1715,301.9,0,62.26,62.6,5.195,0.002
20250106T4:14:29.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1713,300.7,0,62.26,62.59,5.195,0.002
20250106T4:14:30.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1718,299,0,62.26,62.6,5.195,0.002
20250106T4:14:31.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1725,298.6,0,62.26,62.6,5.195,0.002
20250106T4:14:32.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1729,299.4,0,62.26,62.6,5.192,0.002
20250106T4:14:33.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.999,1727,299.4,0,62.26,62.6,5.192,0.002
20250106T4:14:34.000,calc:Coldspray_data_,-759.84,-2213.28,1286.59,1000,4.998,1730,300.6,0,62.26,62.6,5.192,0.002
